nama_makanan,kalori,protein,lemak,karbo,harga,harga_rp;
Beras Ketan Hitam tumbuk,360.0,8.0,2.3,74.5,,39500;
Beras ketan hitam tumbuk mentah,360.0,8.0,2.3,74.5,,7500;
Beras Ketan Putih,362.0,6.7,0.7,79.4,,39000;
Beras Ketan Putih kukus,163.0,3.0,0.4,35.7,,12000;
Beras Ketan Putih tape,172.0,3.0,0.5,37.5,,34500;
Beras Ketan Putih tumbuk,361.0,7.4,0.8,78.4,,35000;
Beras ketan putih tumbuk mentah,361.0,7.4,0.8,78.4,,8000;
Beras ladang mentah,376.0,7.5,3.8,78.0,,21000;
Beras Menir,339.0,7.7,4.4,73.0,,39000;
Beras menir mentah,362.0,7.7,4.4,73.0,,40000;
Beras Merah tumbuk,359.0,7.5,0.9,77.6,,31000;
Beras Pecah Kulit,335.0,7.4,1.9,76.2,,39000;
Beras Setengah Giling,363.0,7.6,1.1,78.3,,8000;
Beras tumbuk mentah,354.0,7.8,0.4,79.9,,24000;
Beras tumbuk merah mentah,352.0,7.3,0.9,76.2,,34000;
Betok wadi masakan,145.0,16.3,7.0,4.1,,31000;
Bihun,360.0,4.7,0.1,82.1,,25000;
Bihun Goreng,154.0,3.0,4.5,25.5,,23500;
Bihun Jagung mentah,354.0,0.5,0.3,87.4,,35000;
Bihun mentah,348.0,4.7,0.1,82.1,,16000;
Biji Jambu Mete,562.0,21.2,49.6,23.6,,32500;
Biji Jambu Mete goreng,629.0,21.5,56.6,19.8,,24500;
Biji nangka/Biji salak,262.0,2.3,5.4,51.1,,8500;
Bir (4% alkohol),48.0,0.6,0.0,4.4,,14500;
Bit,42.0,1.6,0.1,9.6,,35500;
Biwah segar,51.0,0.3,0.1,12.1,,34500;
Bonggol Pisang,43.0,2.6,0.0,11.6,,11000;
Bonggol Pisang kering,245.0,3.4,0.0,66.2,,38000;
Bongkrek (tempe bungkil),119.0,4.4,3.5,18.3,,12500;
Boros Kunci,23.0,1.0,0.8,7.2,,17000;
Boros Laja (lengkuas),22.0,1.0,0.3,4.7,,43500;
Botok lamtoro,186.0,11.7,9.7,13.0,,41000;
Brondong,400.0,4.0,0.7,95.3,,14000;
Buah Atung,23.0,0.8,0.2,5.2,,31000;
Buah kelenting segar,110.0,1.4,2.1,21.4,,32000;
Buah kom segar,264.0,4.0,1.1,59.6,,26000;
Buah Mentega (bisbul),39.0,0.7,0.2,9.7,,34500;
Buah Naga Merah segar,71.0,1.7,3.1,9.1,,6500;
Buah Naga Putih segar,56.0,0.8,1.0,10.9,,16500;
Buah negri segar,55.0,1.2,0.1,12.2,,34500;
Buah Nona,101.0,1.7,0.6,25.2,,43500;
Buah rotan segar,78.0,0.6,0.3,18.2,,18000;
Buah rukam segar,113.0,0.8,0.3,26.8,,35000;
Buah ruruhi segar,29.0,2.1,0.7,3.6,,11000;
Buah tuppa segar,67.0,0.4,0.2,15.9,,21500;
Buaya daging dendeng mentah,365.0,49.6,4.8,30.8,,26000;
Bubur,60.0,1.0,60.0,13.0,,15500;
Bulgogi masakan,72.0,11.4,4.9,1.4,,13000;
Bulung Jajan,212.0,16.9,0.2,47.6,,11000;
Bulung Sangu,237.0,14.7,0.2,56.0,,12500;
Buncis,35.0,2.4,0.2,7.7,,34500;
Buncis asam,60.0,5.1,0.5,8.5,,29000;
Buncis rebus,30.0,2.2,0.2,6.4,,10500;
Bunga pepaya segar,45.0,2.6,0.3,8.1,,39500;
Bunga turi segar,42.0,2.0,1.1,6.1,,30000;
Buntil,106.0,4.4,6.3,7.9,,41000;
Buntil daun talas,141.0,4.4,10.2,8.0,,30000;
Buras,125.7,3.3,1.9,23.9,,8000;
Burung sarang segar,281.0,37.5,0.3,32.1,,16000;
Cabai gembor merah segar,38.0,1.6,0.8,6.3,,27000;
Cabai hijau segar,26.0,0.7,0.3,5.2,,42000;
Cabai merah kering,367.0,15.9,6.2,61.8,,15000;
Cabai merah segar,36.0,1.0,0.3,7.3,,15500;
Cabai rawit segar,120.0,4.7,2.4,19.9,,14500;
Caisin segar,20.0,1.7,0.4,3.4,,16500;
Cakalang asar (asap papua),155.0,20.1,3.8,10.2,,8500;
Cammetutu,102.0,3.2,6.0,8.7,,32500;
Cantel mentah,366.0,11.0,3.3,73.0,,25000;
Cap cai sayur,97.0,5.8,6.3,4.2,,25500;
Carica papaya segar,24.0,1.9,0.2,3.7,,34000;
Cempedak,116.0,3.0,0.4,28.6,,24000;
Centel,332.0,11.0,3.3,73.0,,17000;
Chicken teriyaki masakan,168.0,13.0,9.6,7.5,,12500;
Chikiniku masakan,143.0,9.8,1.4,22.8,,13500;
Combro,210.0,1.6,6.6,35.8,,6000;
Corned Beef,241.0,16.0,25.0,0.0,,82500;
Coto mangkasara kuda masakan,96.0,6.8,5.9,3.8,,37500;
Coto mangkasara sapi masakan,84.0,6.0,6.0,1.4,,40500;
Cue Selar Kuning,145.0,27.0,2.3,0.0,,5500;
Cumi-cumi segar,75.0,16.1,0.7,0.1,,37500;
Daging Anak Sapi,190.0,19.1,12.0,0.0,,20500;
Daging Asap,191.0,32.0,6.0,0.0,,19000;
Daging Babi Gemuk,457.0,11.6,45.0,0.0,,43500;
Daging Babi Kurus,376.0,14.1,35.0,0.0,,36000;
Daging Domba,206.0,17.1,14.8,0.0,,34500;
Daging Kambing,154.0,16.6,9.2,0.0,,32000;
Daging Kerbau,84.0,18.7,0.5,0.0,,34000;
Daging Kuda,118.0,18.1,4.1,0.9,,10000;
Daging Sapi,207.0,18.8,14.0,0.0,,44500;
Daun bangun-bangun segar,27.0,1.3,0.6,4.0,,44500;
Daun Bawang,29.0,1.8,0.7,5.2,,5500;
Daun bawang  merah segar,41.0,2.0,0.3,7.8,,21000;
Daun bebuas segar,41.0,2.7,1.0,7.3,,41000;
Daun belem segar,50.0,4.4,1.4,7.8,,23000;
Daun Beluntas,42.0,1.8,0.5,9.4,,41500;
Daun Cincau,122.0,6.0,1.0,26.0,,18500;
Daun Gandaria,60.0,3.1,0.3,14.0,,8000;
Daun gedi besar segar,58.0,2.9,0.7,10.0,,17000;
Daun gelang segar,30.0,1.3,0.7,5.8,,14500;
Daun gunda bali segar,50.0,4.6,0.9,7.0,,8500;
Daun gunda serang segar,62.0,4.2,0.9,9.2,,28000;
Daun Jambu Mete muda,73.0,4.6,0.5,16.2,,7500;
Daun jampang segar,34.0,3.8,0.5,5.3,,14500;
Daun jawaw seluang segar,93.0,5.0,1.3,15.3,,7000;
Daun jonghe segar,27.0,2.1,0.7,4.4,,43000;
Daun kacang ma segar,36.0,2.9,0.6,6.8,,44500;
Daun Kacang Panjang,34.0,4.1,0.4,5.8,,24500;
Daun Kacang Panjang kukus,40.0,3.7,0.3,8.0,,26500;
Daun kacang panjang segar,30.0,3.1,0.3,5.8,,10500;
Daun kasbi/singkong karet segar,92.0,4.0,3.6,10.9,,8000;
Daun Katuk,59.0,4.8,1.0,11.0,,12000;
Daun katuk rebus,53.0,5.3,0.9,9.1,,32500;
Daun katuk segar,59.0,6.4,1.0,9.9,,16500;
Daun Kecipir,47.0,5.0,0.5,8.5,,15500;
Daun Kedondong,59.0,2.8,0.3,13.4,,23500;
Daun Kelor,82.0,6.7,1.7,14.3,,44000;
Daun Kelor rebus,61.0,6.1,0.9,10.0,,42500;
Daun Kemangi,46.0,4.0,0.5,8.9,,42000;
Daun kenikir segar,45.0,3.7,0.5,6.6,,16500;
Daun kesum segar,48.0,4.5,0.8,9.1,,35000;
Daun kol sawi segar,22.0,2.1,0.5,3.6,,43000;
Daun Koro,23.0,3.0,0.3,3.7,,28500;
Daun kubis segar,51.0,2.5,1.1,8.0,,7500;
Daun Kumak,14.0,1.3,0.3,2.3,,11000;
Daun Labu Siam,60.0,4.0,0.4,4.7,,24500;
Daun Labu Waluh,30.0,3.6,0.6,4.5,,26000;
Daun lamtoro segar,87.0,8.3,1.8,14.4,,29000;
Daun leilem segar,76.0,2.8,0.2,15.8,,30000;
Daun Leunca,45.0,4.7,0.5,8.1,,9500;
Daun Lobak,30.0,2.3,0.4,5.8,,33000;
Daun Lompong Tales,40.0,3.0,0.8,7.4,,41000;
Daun Mangkokan,54.0,3.7,0.3,11.8,,9500;
Daun matel ambon segar,71.0,6.8,1.6,11.5,,24000;
Daun Melinjo,99.0,5.0,1.3,21.3,,36000;
Daun Mengkudu Kukus,63.0,3.8,1.5,11.5,,14000;
Daun ndusuk segar,166.0,1.7,0.5,38.8,,13000;
Daun Oyong,22.0,1.0,0.1,5.3,,23000;
Daun oyong segar,22.0,1.0,0.1,5.3,,26500;
Daun Pakis,35.0,4.0,0.3,6.4,,39500;
Daun pakis longgiho segar,54.0,2.2,3.6,3.1,,32000;
Daun pakis segar,39.0,4.5,0.4,6.9,,39500;
Daun pakis wambateu segar,53.0,3.4,1.2,7.2,,19000;
Daun paku segar,29.0,3.4,0.1,6.5,,18500;
Daun pangisegar,104.0,3.9,0.6,17.9,,9000;
Daun pare segar,49.0,2.7,1.0,8.4,,12000;
Daun pepaya segar,87.0,8.0,2.0,11.9,,42500;
Daun Pete Cina,128.0,12.0,6.5,12.4,,39500;
Daun Poh-pohan,37.0,2.5,0.8,6.9,,10500;
Daun salam  bubuk,301.0,14.2,10.9,49.0,,36500;
Daun selasih segar,62.0,4.0,0.5,10.5,,44500;
Daun Semanggi,45.0,4.4,8.0,0.5,,24000;
Daun semanggi segar,45.0,4.4,0.5,8.5,,33000;
Daun simpur segar,53.0,3.2,2.5,7.6,,45000;
Daun singkil segar,68.0,2.0,1.0,15.2,,25500;
Daun Singkong,73.0,6.8,1.2,13.0,,22000;
Daun singkong ambon segar,144.0,12.7,1.2,25.2,,39500;
Daun singkong ampenan segar,50.0,6.2,1.1,7.1,,42500;
Daun singkong kopang segar,74.0,6.3,0.7,10.7,,28000;
Daun Singkong lodeh,55.0,4.0,0.5,8.5,,13500;
Daun Singkong rebus,31.0,3.7,0.6,4.8,,42000;
Daun singkong segar,50.0,6.2,1.1,7.1,,37500;
Daun Sintrong,36.0,2.6,0.9,6.1,,39000;
Daun talas rebus,27.0,1.3,0.2,5.9,,37500;
Daun talas segar,59.0,3.0,0.4,13.5,,37500;
Daun Tales,71.0,4.1,2.1,12.3,,17000;
Daun Tales rebus,27.0,1.3,0.2,5.9,,45000;
Daun tespong segar,70.0,2.9,0.3,13.9,,20500;
Daun Ubi Jalar,47.0,2.8,0.4,10.4,,24000;
Daun Ubi Jalar kukus,56.0,3.1,0.3,13.0,,17500;
Daun ubi kuning segar,62.0,3.7,0.3,11.1,,5000;
Daun ubi merah kukus,56.0,3.1,0.3,13.0,,12500;
Daun ubi merah segar,48.0,3.0,0.3,10.8,,6500;
Daun ubi putih segar,46.0,2.8,0.2,8.2,,35500;
Daun ubi tinta segar,55.0,1.7,0.1,11.9,,12500;
Deblo,260.0,2.0,15.0,53.0,,18500;
Dendeng belut goreng,382.0,55.7,14.1,8.0,,32000;
Dendeng Daging Sapi,433.0,55.0,9.0,0.0,,32000;
Dendeng mujahir goreng,598.0,74.3,26.9,9.2,,8000;
Dideh darah ayam,77.0,13.8,1.9,0.7,,27000;
Dideh darah sapi,104.0,21.9,1.1,0.0,,28000;
Djibokum masakan,248.0,10.0,2.3,40.9,,41500;
Dodol,395.0,3.0,5.7,81.2,,19000;
Dodol kedondong,331.0,1.9,7.6,63.8,,18000;
Dodonkol,17.5,3.3,2.3,39.5,,23500;
Domba daging gemuk segar,317.0,15.7,27.7,0.0,,21500;
Domba daging kurus  segar,202.0,17.1,14.8,0.0,,9500;
Domba ginjal segar,100.0,16.6,3.3,1.0,,25000;
Duku,63.0,1.0,0.2,16.1,,24500;
Duwet segar,80.0,0.5,0.6,18.2,,41000;
Eceng Gondok,18.0,1.0,0.2,3.8,,26000;
Embacang,98.0,1.4,0.2,25.4,,5500;
Empal (daging) Goreng masakan,248.0,36.2,6.9,10.1,,12500;
Empal Goreng,590.0,18.5,57.0,0.0,,27000;
Emping (kerupuk melinjo),345.0,12.0,1.5,71.5,,27500;
Encung asam segar,122.0,3.5,4.5,17.5,,31000;
Erbis,70.0,0.6,0.0,18.9,,42500;
Es Krim (Coconut milk),156.7,3.0,1.7,32.7,,7000;
Es Mambo,152.0,0.0,0.0,37.6,,16500;
Es Sirup,44.8,0.0,0.0,11.3,,17500;
Gadeng/Gadung kering,322.0,2.4,0.6,76.6,,26500;
Gadung mentah,101.0,2.1,0.2,23.2,,36500;
Gadung ubi kukus,88.0,0.6,0.3,20.9,,36000;
Gadung ubi segar,100.0,0.9,0.3,23.5,,7500;
Gambas (Oyong),18.0,0.8,0.2,4.1,,14000;
Gambas lodeh,13.0,0.3,0.6,1.6,,36500;
Gandaria,68.0,0.7,0.1,18.0,,15000;
Ganyong kukus,100.0,0.8,0.2,23.8,,35000;
Ganyong mentah,95.0,1.0,0.1,22.6,,40000;
Ganyong segar,77.0,0.6,0.2,18.4,,27000;
Gaplek,338.0,1.5,0.7,81.3,,35500;
Gatep segar,191.0,4.5,1.5,39.7,,32000;
Gelatine,389.0,0.0,0.0,91.0,,8500;
Gembili,95.0,1.5,0.1,22.4,,39000;
Gembili ubi segar,131.0,1.1,0.2,31.3,,24500;
Genjer segar,35.0,1.7,0.2,7.7,,42000;
Gete kuah asam masakan,75.0,8.2,2.0,6.0,,41500;
Getuk Lindri,171.4,4.0,4.0,32.0,,40000;
Ginjal Babi,114.0,16.3,4.6,0.8,,6000;
Ginjal Domba,105.0,16.6,3.3,1.0,,18500;
Ginjal Sapi,141.0,15.0,8.1,0.9,,43000;
Gudeg,53.0,1.6,1.6,8.8,,26500;
Gudeg sayur,160.0,3.3,9.2,16.0,,28000;
Gula Aren,368.0,0.0,0.0,95.0,,9500;
Gula Kelapa,386.0,3.0,10.0,76.0,,15000;
Gula Merah Tebu belum dimurnikan,356.0,0.4,0.5,90.6,,23500;
Gula putih,394.0,0.0,0.0,94.0,,7000;
Gulai asam keueung masakan,52.0,10.0,0.5,1.8,,27000;
Gulai ikan masakan,106.0,16.5,3.3,2.5,,29500;
Gulai ikan paya masakan,148.0,10.0,9.8,5.0,,40000;
Gulai keumamah masakan,110.0,5.9,8.2,3.2,,16000;
Gulai tiram masakan,132.0,9.0,7.2,7.8,,42500;
Gurame asem manis masakan,192.0,12.7,10.1,12.7,,44500;
Hangop,65.0,10.0,1.0,3.5,,17500;
Hati Babi,134.0,19.7,4.8,1.7,,44000;
Hati Sapi,136.0,19.7,3.2,6.0,,12500;
Havermout,390.0,14.2,7.4,68.2,,25000;
Hofa/Ubi hutan segar,127.0,1.2,0.5,29.5,,25500;
Ikan asar merah masakan,146.0,17.7,5.9,5.6,,7000;
Ikan Asin bilis goreng,380.0,33.6,27.5,0.0,,23000;
Ikan Asin gabus goreng,456.0,46.5,24.4,0.0,,32000;
Ikan Asin japuh goreng,348.0,18.7,29.5,0.0,,10500;
Ikan Asin kering,193.0,42.0,1.5,0.0,,37500;
Ikan Asin pari goreng,430.0,58.2,23.6,0.0,,20500;
Ikan Asin pepetek goreng,652.0,40.4,54.3,0.0,,29500;
Ikan Asin sirinding goreng,319.0,6.9,31.7,0.0,,34500;
Ikan Asin teri goreng,430.0,33.4,32.4,0.0,,25000;
Ikan Bader (Tawes),198.0,19.0,13.0,0.0,,19000;
Ikan balong segar,107.0,16.5,3.9,1.5,,39500;
Ikan bambangan segar,112.0,20.0,1.3,3.7,,25000;
Ikan Bandeng,129.0,20.0,4.8,0.0,,16500;
Ikan bandeng presto masakan,296.0,17.1,20.3,11.3,,12500;
Ikan banjar segar,111.0,19.4,0.9,4.8,,29500;
Ikan baronang segar,78.0,14.5,0.6,3.7,,7500;
Ikan baung bakar,144.0,17.8,5.8,5.2,,18000;
Ikan baung segar,123.0,15.1,5.5,3.3,,11000;
Ikan Bawal,96.0,19.0,1.7,0.0,,34000;
Ikan Bekasang,138.0,14.0,0.7,7.4,,38000;
Ikan Belida bakar,128.0,18.0,3.0,7.2,,6500;
Ikan Belida segar,80.0,14.7,1.4,2.2,,36500;
Ikan Belut Segar goreng,417.0,25.9,19.4,32.0,,38000;
Ikan Belut Segar mentah,82.0,6.7,1.0,10.9,,15000;
Ikan Beunteur,66.0,14.0,0.0,0.0,,17500;
Ikan biawan segar,90.0,14.9,2.5,2.1,,27500;
Ikan bili segar,88.0,14.2,0.7,6.2,,36500;
Ikan bubara segar,100.0,14.7,2.4,4.9,,39500;
Ikan bulan-bulan segar,134.0,25.5,1.3,5.0,,25500;
Ikan cakalang asap mentah,204.0,34.2,5.6,1.9,,26500;
Ikan cakalang asin mentah,198.0,36.5,2.2,5.5,,14500;
Ikan cakalang hati segar,120.0,11.3,3.9,10.0,,11500;
Ikan cakalang jantung segar,116.0,11.2,1.2,10.2,,39000;
Ikan cakalang perut segar,86.0,10.2,1.1,8.7,,13500;
Ikan cakalang segar,107.0,19.6,0.7,5.5,,18500;
Ikan calo/ peda mentah,81.0,11.4,1.9,3.8,,7500;
Ikan daun segar,101.0,11.5,4.1,4.6,,35000;
Ikan Ekor Kuning,109.0,17.0,4.0,0.0,,30500;
Ikan Gabus asap mentah,261.0,38.1,2.3,21.9,,39000;
Ikan Gabus kering,292.0,58.0,4.0,0.0,,12500;
Ikan Gabus segar,74.0,25.2,1.7,0.0,,5500;
Ikan hitam segar,101.0,10.3,3.7,6.7,,8000;
Ikan hiu segar,57.0,10.7,0.3,2.2,,10500;
Ikan kacangan segar,77.0,15.6,0.9,1.6,,27000;
Ikan kakap segar,92.0,20.0,0.7,0.0,,35500;
Ikan kakatua segar,82.0,11.4,1.2,6.4,,8000;
Ikan kapar segar,132.0,17.0,6.7,0.8,,12000;
Ikan kawalinya segar,110.0,12.6,4.2,5.4,,25500;
Ikan kayu kering,302.0,70.7,1.9,0.4,,6500;
Ikan Kembung,103.0,22.0,1.0,0.0,,43000;
Ikan kima segar,70.0,10.8,0.7,5.2,,25500;
Ikan Lais bakar,147.0,17.5,6.5,5.4,,19000;
Ikan Layang,109.0,22.0,1.7,0.0,,26000;
Ikan layur segar,82.0,18.0,1.0,0.4,,18000;
Ikan lehoma segar,90.0,20.4,0.9,0.0,,17500;
Ikan Lele goreng,252.0,19.9,19.1,0.0,,24000;
Ikan Lemuru,112.0,20.0,3.0,0.0,,23000;
Ikan lidah segar,104.0,15.6,3.2,2.0,,40000;
Ikan lomak asin mentah,258.0,40.3,2.3,18.9,,26000;
Ikan malalugis segar,99.0,20.6,1.4,0.9,,34000;
Ikan Mas,86.0,16.0,2.0,0.0,,12500;
Ikan Mas goreng,188.0,19.3,12.2,0.0,,23000;
Ikan Mas pepes,209.0,15.2,11.3,11.8,,15000;
Ikan mayong segar,97.0,17.9,2.0,0.4,,15500;
Ikan Mujair dendeng goreng,598.0,74.3,26.9,9.2,,23000;
Ikan Mujair dendeng mentah,582.0,68.3,15.2,37.2,,12500;
Ikan Mujair goreng,416.0,46.9,23.9,0.0,,6000;
Ikan Mujair pepes,121.0,21.7,2.8,0.8,,41500;
Ikan Mujair segar,89.0,18.7,1.0,0.0,,38500;
Ikan nasu metti segar,154.0,16.8,5.0,10.5,,11500;
Ikan oci kembung segar,125.0,21.3,3.4,2.2,,18500;
Ikan papuyu/ betok segar,120.0,14.3,4.9,4.6,,40500;
Ikan Patin bakar,144.0,17.5,6.3,4.3,,28000;
Ikan Patin segar,132.0,17.0,6.6,1.1,,41000;
Ikan peda banjar mentah,156.0,28.0,4.0,2.0,,26000;
Ikan Pepetek,176.0,32.0,4.4,0.0,,23000;
Ikan Pindang banjar mentah,157.0,28.0,4.2,1.8,,14500;
Ikan Pindang benggol mentah,170.0,31.0,4.2,0.0,,23500;
Ikan Pindang layang mentah,153.0,30.0,2.8,0.0,,42500;
Ikan Pindang selar mentah,142.0,27.0,3.0,0.0,,21000;
Ikan sale lais mentah,415.0,61.3,17.6,2.9,,16000;
Ikan Sale segar,534.0,40.2,39.3,4.9,,9500;
Ikan saluang kering mentah,284.0,34.1,9.9,14.6,,25500;
Ikan saluang segar,113.0,13.9,4.9,3.4,,27000;
Ikan sanggang masakan,240.0,21.7,7.7,20.7,,40500;
Ikan sarden segar,109.0,19.9,1.8,3.4,,34000;
Ikan Segar,113.0,17.0,4.5,0.0,,8500;
Ikan Selar kering,194.0,38.0,3.5,0.0,,13500;
Ikan selar kuning cue mentah,138.0,27.0,3.3,0.0,,7000;
Ikan selar segar,100.0,18.8,2.2,0.0,,36000;
Ikan Sepat kering,289.0,38.0,14.0,0.0,,8500;
Ikan sepat segar,84.0,15.2,0.6,4.7,,12000;
Ikan sidat segar,81.0,11.4,1.9,3.8,,30000;
Ikan sunu asin mentah,199.0,34.1,3.8,7.1,,8500;
Ikan sunu segar,111.0,13.3,3.4,6.7,,10500;
Ikan tahuman segar,88.0,15.9,0.9,4.1,,33000;
Ikan tarmon segar,96.0,19.5,1.1,2.0,,30500;
Ikan telan segar,95.0,15.8,0.7,6.5,,16500;
Ikan telur asin mentah,358.0,20.7,26.4,9.4,,44000;
Ikan Tembang,204.0,16.0,15.0,0.0,,44000;
Ikan tempahas segar,101.0,15.1,4.1,1.0,,34000;
Ikan tepung mentah,316.0,60.1,6.5,22.4,,28500;
Ikan terbang segar,98.0,19.6,1.7,1.0,,25500;
Ikan Teri bubuk,277.0,60.0,2.3,1.8,,27000;
Ikan Teri kering,170.0,33.4,3.0,0.0,,18000;
Ikan Teri Kering tawar,331.0,68.7,4.2,0.0,,40000;
Ikan Teri Nasi kering,144.0,32.5,0.6,0.0,,10000;
Ikan teri segar,74.0,10.3,1.4,4.1,,35500;
Ikan Teri tepung,347.0,48.8,6.4,19.6,,42000;
Ikan titang segar,82.0,17.4,0.4,2.3,,13500;
Ikan tongkol segar,100.0,13.7,1.5,8.0,,11000;
Ikan turi segar,96.0,19.2,2.0,0.2,,35500;
Itik alabio daging dendeng mentah,496.0,30.3,33.5,18.4,,11500;
Jagung grontol,156.0,2.7,1.3,33.3,,35000;
Jagung Kuning giling,361.0,8.7,4.5,72.4,,25500;
Jagung Kuning muda,129.0,4.1,1.3,30.3,,35500;
Jagung Kuning pipil baru,307.0,7.9,3.4,63.6,,36000;
Jagung kuning pipil kering mentah,366.0,9.8,7.3,69.1,,20000;
Jagung Kuning pipil lama,355.0,9.2,3.9,73.7,,19500;
Jagung kuning pipil rebus,154.0,3.8,3.5,28.4,,14500;
Jagung Kuning segar,140.0,4.7,1.3,33.1,,22000;
Jagung kuning tepung,355.0,9.2,3.9,73.7,,29000;
Jagung muda,35.0,2.2,0.1,7.4,,30500;
Jagung muda kuning mentah,147.0,5.1,0.7,31.5,,17000;
Jagung muda rebus,142.0,5.0,0.7,30.3,,26500;
Jagung pipil var. harapan kering,367.0,6.2,5.1,76.2,,26500;
Jagung pipil var. metro kering,368.0,5.5,4.6,78.0,,34500;
Jagung Putih giling,361.0,8.7,4.5,72.4,,37000;
Jagung Putih muda,129.0,4.1,1.3,30.3,,7000;
Jagung Putih pipil baru,307.0,7.9,3.4,63.6,,9500;
Jagung Putih pipil lama,355.0,9.2,3.9,73.7,,36000;
Jagung Putih segar,140.0,4.7,1.3,33.1,,12500;
Jagung Rebus,175.0,1.8,1.8,35.0,,28000;
Jagung Sayur (tumis),148.9,10.4,10.4,20.1,,36500;
Jahe,51.0,1.5,1.0,10.1,,35000;
Jali,289.0,11.0,4.0,61.0,,16000;
Jam selai,239.0,0.5,0.6,64.5,,23500;
Jambal goreng,286.0,48.5,9.2,2.3,,28000;
Jambu Air,46.0,0.6,0.0,11.8,,44500;
Jambu Biji,49.0,0.9,0.3,12.2,,42500;
Jambu Bol,56.0,0.6,0.3,14.2,,13500;
Jambu Monyet buah,64.0,0.7,0.6,15.8,,38500;
Jampang huma mentah,350.0,6.2,1.4,78.2,,11500;
Jamur Coklat (kulat siau),45.0,2.5,3.9,0.0,,31500;
Jamur kuping kering,294.0,16.0,0.9,64.6,,26500;
Jamur kuping segar,21.0,3.8,0.6,0.9,,41500;
Jamur merang segar,30.0,3.5,0.2,4.0,,9500;
Jamur Putih (kulat putih),48.0,2.8,4.1,2.9,,25000;
Jamur sagu,48.0,1.9,3.2,2.8,,40000;
Jamur tiram segar,30.0,1.9,0.1,5.5,,35000;
Jangang bintatoeng masakan,107.0,5.3,2.2,16.5,,31500;
Jaruk Tigarun,48.0,2.5,4.2,0.0,,32000;
Jawawut,334.0,9.7,3.5,73.4,,20500;
Jenang,381.7,9.5,9.5,65.8,,21000;
Jengkol segar,192.0,5.4,0.3,40.7,,41000;
Jeruk Bali,48.0,0.6,0.2,12.4,,15500;
Jeruk banjar segar,61.0,0.8,0.2,14.1,,36500;
Jeruk Garut,44.0,0.8,0.3,10.9,,30000;
Jeruk Kalamansi segar,39.0,0.3,0.3,8.9,,9500;
Jeruk Manis,45.0,0.9,0.2,11.2,,27500;
Jeruk Nipis,37.0,0.8,0.1,12.3,,18500;
Jeruk ragi segar,49.0,0.7,0.2,11.1,,43500;
Jotang,32.0,1.9,0.3,7.1,,33500;
Jukku pallu kaloa masakan,15.0,15.2,4.3,8.8,,33500;
Kabau segar,130.0,6.7,0.3,25.2,,42000;
Kaburan ubi segar,133.0,1.0,0.2,32.2,,27500;
Kacang Andong,356.0,20.5,4.1,61.6,,40500;
Kacang Arab,330.0,23.8,1.4,60.2,,20500;
Kacang babi kering,341.0,30.4,3.2,51.3,,16500;
Kacang belimbing (kecipir) kering,400.0,34.4,16.9,34.1,,10000;
Kacang Belimbing tempe,212.0,17.5,10.0,12.9,,37000;
Kacang beracun segar,118.0,4.4,1.5,21.6,,12500;
Kacang Bogor goreng,479.0,12.7,23.2,58.9,,44000;
Kacang Bogor rebus,161.0,7.7,2.8,27.1,,44000;
Kacang Endel biji,331.0,25.0,1.0,58.0,,35500;
Kacang ercis segar,129.0,12.4,0.7,18.3,,26500;
kacang galing segar,336.0,23.1,1.7,59.5,,41500;
Kacang Gude biji,336.0,20.7,1.4,62.0,,11500;
Kacang gude biji kering,316.0,20.7,1.0,58.0,,34000;
Kacang Gude biji muda,114.0,7.0,0.6,20.8,,16500;
Kacang Gude muda,123.0,8.4,0.6,1.8,,25000;
Kacang hijau kering,323.0,22.9,1.5,56.8,,31500;
Kacang hijau var. bakti kering,350.0,17.1,1.8,70.7,,44000;
Kacang hijau var. siwalik kering,339.0,20.8,2.1,64.6,,12000;
Kacang hitam kering,346.0,16.6,1.7,66.1,,44000;
Kacang Ijo,345.0,22.2,1.2,62.9,,30000;
Kacang Kapri Goreng,445.0,11.0,11.0,65.5,,26500;
Kacang Kapri muda,98.0,6.7,0.4,17.7,,37500;
Kacang Kedelai basah,286.0,30.2,15.6,30.1,,9000;
Kacang kedelai kering,381.0,40.4,16.7,24.9,,11000;
Kacang Kedelai kukus,75.0,4.1,2.1,10.7,,19500;
Kacang komak segar,327.0,16.4,4.3,55.8,,14000;
Kacang kuning kering,355.0,17.0,2.5,66.0,,43000;
Kacang lebui /iris kering,346.0,16.5,1.5,66.6,,5000;
Kacang mekah polong segar,22.0,1.1,1.0,3.4,,14500;
Kacang mentega kering,344.0,16.7,2.1,64.6,,15000;
Kacang Merah,336.0,23.1,1.7,59.5,,34500;
Kacang merah /banda kering,350.0,13.9,3.0,66.9,,40000;
Kacang Merah kering rebus,158.0,10.3,0.9,28.2,,24000;
Kacang merah segar,171.0,11.0,2.2,28.0,,30500;
Kacang Merah segar rebus,144.0,10.0,1.0,24.7,,43000;
Kacang merah tua kering,280.0,16.7,1.6,63.2,,34500;
Kacang mete/biji jambu monyet segar,616.0,16.3,48.4,28.7,,18000;
Kacang Panjang,44.0,2.7,0.3,7.8,,18500;
Kacang Panjang kukus,39.0,3.0,0.6,7.6,,24500;
Kacang Panjang tumis,150.0,2.5,12.5,7.0,,42500;
Kacang Sukro Putih,488.0,25.6,25.6,59.6,,25000;
